id,type,name,description,url
ZIG-CAP-2.7,zig_capability,Endpoint and Extended Detection and Response (EDR and XDR),ZIG Capability 2.7,
ZIG-CAP-3.2,zig_capability,Secure Software Development and Integration,ZIG Capability 3.2,
ZIG-CAP-3.3,zig_capability,Software Risk Management,ZIG Capability 3.3,
ZIG-CAP-3.4,zig_capability,Resource Authorization and Integration,ZIG Capability 3.4,
ZIG-CAP-4.2,zig_capability,DoW Enterprise Data Governance,ZIG Capability 4.2,
ZIG-CAP-4.3,zig_capability,Data Labeling and Tagging,ZIG Capability 4.3,
ZIG-CAP-4.5,zig_capability,Data Encryption and Rights Management,ZIG Capability 4.5,
ZIG-CAP-4.6,zig_capability,Data Loss Prevention (DLP),ZIG Capability 4.6,
ZIG-CAP-5.3,zig_capability,Macro-Segmentation,ZIG Capability 5.3,
ZIG-CAP-5.4,zig_capability,Micro-Segmentation,ZIG Capability 5.4,
ZIG-CAP-6.7,zig_capability,Security Operations Center (SOC) and Incident Response (IR),ZIG Capability 6.7,
ZIG-CAP-7.2,zig_capability,Security Information and Event Management (SIEM),ZIG Capability 7.2,
ZIG-CAP-7.3,zig_capability,Common Security and Risk Analytics,ZIG Capability 7.3,
ZIG-CAP-7.5,zig_capability,Threat Intelligence Integration,ZIG Capability 7.5,
ZIG-CAP-1.2,zig_capability,Conditional User Access,ZIG Capability 1.2,
ZIG-CAP-1.6,zig_capability,"Behavioral, Contextual ID, and Biometrics",ZIG Capability 1.6,
ZIG-CAP-1.9,zig_capability,"Integrated Identity, Credential, and Access Management (ICAM)",ZIG Capability 1.9,
ZIG-CAP-2.2,zig_capability,Device Detection and Compliance,ZIG Capability 2.2,
ZIG-CAP-4.7,zig_capability,Data Access Control,ZIG Capability 4.7,
ZIG-CAP-6.3,zig_capability,Machine Learning (ML),ZIG Capability 6.3,
ZIG-CAP-7.4,zig_capability,User and Entity Behavior Analytics (UEBA),ZIG Capability 7.4,
ZIG-ACT-1.1.1,zig_activity,Inventory User .................................................................................... D-,ZIG Activity 1.1.1,
ZIG-ACT-2.1.1,zig_activity,Device Health Tool Gap Analysis ....................................................... D-,ZIG Activity 2.1.1,
ZIG-ACT-2.3.4,zig_activity,Integrate Next-Generation Antivirus (NextGen AV) Tools with Comply-to-,ZIG Activity 2.3.4,
ZIG-ACT-3.1.1,zig_activity,Application and Code Identification ..................................................... D-,ZIG Activity 3.1.1,
ZIG-ACT-4.1.1,zig_activity,Data Analysis ...................................................................................... D-,ZIG Activity 4.1.1,
ZIG-ACT-4.4.1,zig_activity,"(Discovery) – Data Loss Prevention (DLP) Enforcement Point Logging and Analysis, such",ZIG Activity 4.4.1,
ZIG-ACT-4.4.2,zig_activity,Data Rights Management (DRM) Enforcement Point Logging and Analysis,ZIG Activity 4.4.2,
ZIG-ACT-5.1.1,zig_activity,Define Granular Control Access Rules and Policies Part 1............... D-,ZIG Activity 5.1.1,
ZIG-ACT-5.2.1,zig_activity,Define Software-Defined Networking (SDN) Application Programming,ZIG Activity 5.2.1,
ZIG-ACT-6.1.1,zig_activity,Policy Inventory and Development ................................................... D-,ZIG Activity 6.1.1,
ZIG-ACT-6.2.1,zig_activity,Task Automation Analysis ................................................................. D-,ZIG Activity 6.2.1,
ZIG-ACT-6.5.1,zig_activity,Response Automation Analysis ........................................................ D-,ZIG Activity 6.5.1,
ZIG-ACT-6.6.1,zig_activity,Tool Compliance Analysis ................................................................. D-,ZIG Activity 6.6.1,
ZIG-ACT-7.1.1,zig_activity,Scale Considerations ........................................................................ D-,ZIG Activity 7.1.1,
ZIG-ACT-4.3.1,zig_activity,Implement Data Tagging and Classification Tools ............................ D-,ZIG Activity 4.3.1,
ZIG-ACT-1.3.1,zig_activity,Organizational Multi-Factor Authentication (MFA) and Identity Provider (IdP),ZIG Activity 1.3.1,
ZIG-ACT-1.4.1,zig_activity,Implement System and Migrate Privileged Users Part 1 ..................... D-,ZIG Activity 1.4.1,
ZIG-ACT-1.5.1,zig_activity,Organizational Identity Lifecycle Management (ILM) .......................... D-,ZIG Activity 1.5.1,
ZIG-ACT-1.7.1,zig_activity,Deny User by Default Policy ............................................................... D-,ZIG Activity 1.7.1,
ZIG-ACT-1.8.1,zig_activity,Single Authentication .......................................................................... D-,ZIG Activity 1.8.1,
ZIG-ACT-2.1.2,zig_activity,"Non-Person Entity (NPE) and Public Key Infrastructure (PKI), Device Under",ZIG Activity 2.1.2,
ZIG-ACT-2.4.1,zig_activity,Deny Device by Default Policy ............................................................ D-,ZIG Activity 2.4.1,
ZIG-ACT-2.5.1,zig_activity,"(Phase One) – Implement Asset, Vulnerability, and Patch Management Tools.",ZIG Activity 2.5.1,
ZIG-ACT-2.6.1,zig_activity,Implement Unified Endpoint and Device Management (UEDM) or Equivalent Tools,ZIG Activity 2.6.1,
ZIG-ACT-2.6.2,zig_activity,Enterprise Device Management (EDM) Part 1 .................................. D-,ZIG Activity 2.6.2,
ZIG-ACT-2.7.1,zig_activity,Implement Endpoint Detection and Response (EDR) Tools and Integrate with,ZIG Activity 2.7.1,
ZIG-ACT-3.2.1,zig_activity,"Build Development, Security, and Operations (DevSecOps) Software Factory Part",ZIG Activity 3.2.1,
ZIG-ACT-3.2.2,zig_activity,"Build Development, Security, and Operations (DevSecOps) Software Factory Part",ZIG Activity 3.2.2,
ZIG-ACT-3.3.1,zig_activity,Approved Binaries and Code ............................................................ D-,ZIG Activity 3.3.1,
ZIG-ACT-3.3.2,zig_activity,Vulnerability Management Program Part 1 ....................................... D-,ZIG Activity 3.3.2,
ZIG-ACT-3.4.1,zig_activity,Resource Authorization Part 1 .......................................................... D-,ZIG Activity 3.4.1,
ZIG-ACT-3.4.3,zig_activity,Software-Defined Compute (SDC) Resource Authorization Part 1 ... D-,ZIG Activity 3.4.3,
ZIG-ACT-4.2.1,zig_activity,Define Data Tagging Standards ........................................................ D-,ZIG Activity 4.2.1,
ZIG-ACT-4.2.2,zig_activity,Interoperability Standards ................................................................. D-,ZIG Activity 4.2.2,
ZIG-ACT-4.4.3,zig_activity,File Activity Monitoring Part 1 ........................................................... D-,ZIG Activity 4.4.3,
ZIG-ACT-4.5.1,zig_activity,"(Phase One) – Implement Data Rights Management (DRM) and Protection Tools Part 1,",ZIG Activity 4.5.1,
ZIG-ACT-4.6.1,zig_activity,Implement Enforcement Points ......................................................... D-,ZIG Activity 4.6.1,
ZIG-ACT-5.1.2,zig_activity,Define Granular Control Access Rules and Policies Part 2............... D-,ZIG Activity 5.1.2,
ZIG-ACT-5.2.2,zig_activity,Implement Software-Defined Networking (SDN) Programmable Infrastructure,ZIG Activity 5.2.2,
ZIG-ACT-5.3.1,zig_activity,Datacenter Macro-Segmentation ...................................................... D-,ZIG Activity 5.3.1,
ZIG-ACT-5.4.1,zig_activity,Implement Micro-Segmentation ........................................................ D-,ZIG Activity 5.4.1,
ZIG-ACT-6.1.2,zig_activity,Organization Access Profile .............................................................. D-,ZIG Activity 6.1.2,
ZIG-ACT-6.5.2,zig_activity,"Implement Security Orchestration, Automation, and Response (SOAR) Tools",ZIG Activity 6.5.2,
ZIG-ACT-6.6.2,zig_activity,Standardized Application Programming Interface (API) Calls and Schemas Part,ZIG Activity 6.6.2,
ZIG-ACT-6.7.1,zig_activity,Workflow Enrichment Part 1 ............................................................. D-,ZIG Activity 6.7.1,
ZIG-ACT-7.1.2,zig_activity,Log Parsing ....................................................................................... D-,ZIG Activity 7.1.2,
ZIG-ACT-7.2.1,zig_activity,Threat Alerting Part 1 ........................................................................ D-,ZIG Activity 7.2.1,
ZIG-ACT-7.2.4,zig_activity,Asset ID and Alert Correlation .......................................................... D-,ZIG Activity 7.2.4,
ZIG-ACT-7.3.1,zig_activity,Implement Analytics Tools ................................................................ D-,ZIG Activity 7.3.1,
ZIG-ACT-7.5.1,zig_activity,Cyber Threat Intelligence Program Part 1......................................... D-,ZIG Activity 7.5.1,
ZIG-ACT-4.3.2,zig_activity,Manual Data Tagging Part 1 ............................................................. D-,ZIG Activity 4.3.2,
ZIG-ACT-1.2.1,zig_activity,Implement Application-Based Permissions per Enterprise ................. D-,ZIG Activity 1.2.1,
ZIG-ACT-1.2.2,zig_activity,Rule-Based Dynamic Access Part 1 ................................................... D-,ZIG Activity 1.2.2,
ZIG-ACT-1.4.2,zig_activity,Implement System and Migrate Privileged Users Part 2 ..................... D-,ZIG Activity 1.4.2,
ZIG-ACT-1.5.2,zig_activity,Enterprise Identity Lifecycle Management (ILM) Part 1 ...................... D-,ZIG Activity 1.5.2,
ZIG-ACT-1.6.1,zig_activity,Implement User and Entity Behavior Analytics (UEBA) and User Activity,ZIG Activity 1.6.1,
ZIG-ACT-1.8.2,zig_activity,Periodic Authentication ....................................................................... D-,ZIG Activity 1.8.2,
ZIG-ACT-1.9.1,zig_activity,Enterprise Public Key Infrastructure (PKI) and Identity Provider (IdP) Part,ZIG Activity 1.9.1,
ZIG-ACT-2.1.3,zig_activity,Enterprise Identity Provider (IdP) Part 1 ........................................... D-,ZIG Activity 2.1.3,
ZIG-ACT-2.2.1,zig_activity,Implement Comply-to-Connect (C2C) and Compliance-Based Network,ZIG Activity 2.2.1,
ZIG-ACT-2.3.3,zig_activity,Implement Application Control and File Integrity Monitoring (FIM) Tools,ZIG Activity 2.3.3,
ZIG-ACT-2.4.2,zig_activity,Managed and Limited Bring Your Own Device (BYOD) and Internet of,ZIG Activity 2.4.2,
ZIG-ACT-2.6.3,zig_activity,Enterprise Device Management (EDM) Part 2 .................................. D-,ZIG Activity 2.6.3,
ZIG-ACT-2.7.2,zig_activity,Implement Extended Detection and Response (XDR) Tools and Integrate,ZIG Activity 2.7.2,
ZIG-ACT-3.2.3,zig_activity,Automate Application Security and Code Remediation Part 1 .......... D-,ZIG Activity 3.2.3,
ZIG-ACT-3.3.3,zig_activity,Vulnerability Management Program Part 2 ....................................... D-,ZIG Activity 3.3.3,
ZIG-ACT-3.3.4,zig_activity,Continual Validation .......................................................................... D-,ZIG Activity 3.3.4,
ZIG-ACT-3.4.2,zig_activity,Resource Authorization Part 2 .......................................................... D-,ZIG Activity 3.4.2,
ZIG-ACT-3.4.4,zig_activity,Software-Defined Compute (SDC) Resource Authorization Part 2 ... D-,ZIG Activity 3.4.4,
ZIG-ACT-4.2.3,zig_activity,Develop Software-Defined Storage (SDS) Policy ............................. D-,ZIG Activity 4.2.3,
ZIG-ACT-4.4.4,zig_activity,File Activity Monitoring Part 2 ........................................................... D-,ZIG Activity 4.4.4,
ZIG-ACT-4.5.2,zig_activity,Implement Data Rights Management (DRM) and Protection Tools Part,ZIG Activity 4.5.2,
ZIG-ACT-4.5.3,zig_activity,Data Rights Management (DRM) Enforcement via Data Tags and Analytics,ZIG Activity 4.5.3,
ZIG-ACT-4.6.2,zig_activity,Data Loss Prevention (DLP) Enforcement via Data Tags and Analytics Part,ZIG Activity 4.6.2,
ZIG-ACT-4.7.1,zig_activity,"Integrate Data, Applications, Assets, and Services (DAAS) Access with",ZIG Activity 4.7.1,
ZIG-ACT-4.7.4,zig_activity,Integrate Solution(s) and Policy with Enterprise Identity Provider (IdP) Part,ZIG Activity 4.7.4,
ZIG-ACT-5.2.3,zig_activity,"Segment Flows into Control, Management, and Data Planes........... D-",ZIG Activity 5.2.3,
ZIG-ACT-5.3.2,zig_activity,Base/Camp/Post/Station (B/C/P/S) Macro-Segmentation................. D-,ZIG Activity 5.3.2,
ZIG-ACT-5.4.2,zig_activity,Application and Device Micro-Segmentation .................................... D-,ZIG Activity 5.4.2,
ZIG-ACT-5.4.4,zig_activity,Protect Data in Transit ...................................................................... D-,ZIG Activity 5.4.4,
ZIG-ACT-6.1.3,zig_activity,Enterprise Security Profile Part 1 ...................................................... D-,ZIG Activity 6.1.3,
ZIG-ACT-6.2.2,zig_activity,Enterprise Integration and Workflow Provisioning Part 1 .................. D-,ZIG Activity 6.2.2,
ZIG-ACT-6.3.1,zig_activity,Implement Data Tagging and Classification Machine Learning (ML) Tools,ZIG Activity 6.3.1,
ZIG-ACT-6.6.3,zig_activity,Standardized Application Programming Interface (API) Calls and Schemas,ZIG Activity 6.6.3,
ZIG-ACT-6.7.2,zig_activity,Workflow Enrichment Part 2 ............................................................. D-,ZIG Activity 6.7.2,
ZIG-ACT-7.1.3,zig_activity,Log Analysis ..................................................................................... D-,ZIG Activity 7.1.3,
ZIG-ACT-7.2.2,zig_activity,Threat Alerting Part 2 ........................................................................ D-,ZIG Activity 7.2.2,
ZIG-ACT-7.2.5,zig_activity,User and Device Baselines ............................................................... D-,ZIG Activity 7.2.5,
ZIG-ACT-7.3.2,zig_activity,Establish User Baseline Behavior ..................................................... D-,ZIG Activity 7.3.2,
ZIG-ACT-7.4.1,zig_activity,Baseline and Profiling Part 1 ............................................................. D-,ZIG Activity 7.4.1,
ZIG-ACT-7.5.2,zig_activity,Cyber Threat Intelligence Program Part 2......................................... D-,ZIG Activity 7.5.2,
ZIG-ACT-4.3.5,zig_activity,(Phase Four) – Automated Data Tagging and Support Part 2 are,ZIG Activity 4.3.5,
ZIG-TECH-1,zig_technology,Anomaly Detection,ZIG Technology Mapping,
ZIG-TECH-2,zig_technology,API Gateway and Management solutions,ZIG Technology Mapping,
ZIG-TECH-3,zig_technology,API Integration Frameworks,ZIG Technology Mapping,
ZIG-TECH-4,zig_technology,API Management solutions,ZIG Technology Mapping,
ZIG-TECH-5,zig_technology,Application Portfolio Management (APM),ZIG Technology Mapping,
ZIG-TECH-6,zig_technology,Application Security Testing Orchestration (ASTO),ZIG Technology Mapping,
ZIG-TECH-7,zig_technology,Artificial Intelligence (AI)/Machine Learning (ML)-Based Tagging and User Behavior Analysis,ZIG Technology Mapping,
ZIG-TECH-8,zig_technology,Asset Management solutions,ZIG Technology Mapping,
ZIG-TECH-9,zig_technology,Asset/Device/Endpoint Management solutions,ZIG Technology Mapping,
ZIG-TECH-10,zig_technology,Attribute-Based Access Control (ABAC),ZIG Technology Mapping,
ZIG-TECH-11,zig_technology,Audit and Logging,ZIG Technology Mapping,
ZIG-TECH-12,zig_technology,Automated Provisioning/Deprovisioning,ZIG Technology Mapping,
ZIG-TECH-13,zig_technology,Automation Frameworks and Libraries,ZIG Technology Mapping,
ZIG-TECH-14,zig_technology,Automation Orchestration solutions,ZIG Technology Mapping,
ZIG-TECH-15,zig_technology,Behavioral Analytics solutions,ZIG Technology Mapping,
ZIG-TECH-16,zig_technology,Cloud Access Security Broker (CASB),ZIG Technology Mapping,
ZIG-TECH-17,zig_technology,Cloud Security Platforms,ZIG Technology Mapping,
ZIG-TECH-18,zig_technology,Cloud Security Posture Management (CSPM),ZIG Technology Mapping,
ZIG-TECH-19,zig_technology,Code Signing,ZIG Technology Mapping,
ZIG-TECH-20,zig_technology,Compliance Management solutions,ZIG Technology Mapping,
ZIG-TECH-21,zig_technology,Compliance and Governance Automation solutions,ZIG Technology Mapping,
ZIG-TECH-22,zig_technology,Comply-to-Connect (C2C),ZIG Technology Mapping,
ZIG-TECH-23,zig_technology,Configuration Management Database (CMDB),ZIG Technology Mapping,
ZIG-TECH-24,zig_technology,Container Security Scanning,ZIG Technology Mapping,
ZIG-TECH-25,zig_technology,Containerization and Orchestration Tools,ZIG Technology Mapping,
ZIG-TECH-26,zig_technology,Content Inspection solutions,ZIG Technology Mapping,
ZIG-TECH-27,zig_technology,Context-Aware Access Control,ZIG Technology Mapping,
ZIG-TECH-28,zig_technology,Continuous Integration (CI)/Continuous Delivery (CD) Pipelines,ZIG Technology Mapping,
ZIG-TECH-29,zig_technology,Cyber Threat Intelligence (CTI) ingestion from multiple approved sources,ZIG Technology Mapping,
ZIG-TECH-30,zig_technology,Cyber Threat Modeling,ZIG Technology Mapping,
ZIG-TECH-31,zig_technology,Data Analytics and Visualization solutions,ZIG Technology Mapping,
ZIG-TECH-32,zig_technology,"Data Classification, Discovery, Labeling solutions",ZIG Technology Mapping,
ZIG-TECH-33,zig_technology,Data Encryption,ZIG Technology Mapping,
ZIG-TECH-34,zig_technology,"Data Integration and Extract, Transform, Load (ETL)",ZIG Technology Mapping,
ZIG-TECH-35,zig_technology,Data Lifecycle Management,ZIG Technology Mapping,
ZIG-TECH-36,zig_technology,Data Loss Prevention (DLP),ZIG Technology Mapping,
ZIG-TECH-37,zig_technology,Data Management and Integration,ZIG Technology Mapping,
ZIG-TECH-38,zig_technology,Data Standardization,ZIG Technology Mapping,
ZIG-TECH-39,zig_technology,Data Tagging and Protection,ZIG Technology Mapping,
ZIG-TECH-40,zig_technology,Device Health Monitoring,ZIG Technology Mapping,
ZIG-TECH-41,zig_technology,Digital Rights Management (DRM),ZIG Technology Mapping,
ZIG-TECH-42,zig_technology,Disaster Recovery and Business Continuity solutions,ZIG Technology Mapping,
ZIG-TECH-43,zig_technology,Dynamic Application Security Testing (DAST),ZIG Technology Mapping,
ZIG-TECH-44,zig_technology,Encryption and Key Management solutions,ZIG Technology Mapping,
ZIG-TECH-45,zig_technology,Endpoint Detection and Response (EDR),ZIG Technology Mapping,
ZIG-TECH-46,zig_technology,Endpoint Protection Platform (EPP),ZIG Technology Mapping,
ZIG-TECH-47,zig_technology,Endpoint Security solutions,ZIG Technology Mapping,
ZIG-TECH-48,zig_technology,Enterprise Mobility Management,ZIG Technology Mapping,
ZIG-TECH-49,zig_technology,Extended Detection and Response (XDR),ZIG Technology Mapping,
ZIG-TECH-50,zig_technology,File Integrity Monitoring (FIM),ZIG Technology Mapping,
ZIG-TECH-51,zig_technology,Firewall as a Service (FWaaS),ZIG Technology Mapping,
ZIG-TECH-52,zig_technology,Git Security and Governance,ZIG Technology Mapping,
ZIG-TECH-53,zig_technology,"Governance, Risk, and Compliance (GRC)",ZIG Technology Mapping,
ZIG-TECH-54,zig_technology,Identity Governance and Administration (IGA),ZIG Technology Mapping,
ZIG-TECH-55,zig_technology,Identity Management (IdM),ZIG Technology Mapping,
ZIG-TECH-56,zig_technology,Identity Provider (IdP),ZIG Technology Mapping,
ZIG-TECH-57,zig_technology,Identity and Access Management (IAM),ZIG Technology Mapping,
ZIG-TECH-58,zig_technology,Identity as a Service (IDaaS),ZIG Technology Mapping,
ZIG-TECH-59,zig_technology,Identity-Based Access Control (IBAC),ZIG Technology Mapping,
ZIG-TECH-60,zig_technology,"Identity, Credential, and Access Management (ICAM)",ZIG Technology Mapping,
ZIG-TECH-61,zig_technology,Incident Response (IR),ZIG Technology Mapping,
ZIG-TECH-62,zig_technology,Indicators of Compromise (IoC),ZIG Technology Mapping,
ZIG-TECH-63,zig_technology,Infrastructure as Code (IaC) Configuration Management/Security Monitoring and Auditing,ZIG Technology Mapping,
ZIG-TECH-64,zig_technology,Internet Protocol Security (IPsec),ZIG Technology Mapping,
ZIG-TECH-65,zig_technology,Internet of Things (IoT) Discovery,ZIG Technology Mapping,
ZIG-TECH-66,zig_technology,Interoperability Standards and Protocols,ZIG Technology Mapping,
ZIG-TECH-67,zig_technology,Interoperability and Data Exchange Frameworks,ZIG Technology Mapping,
ZIG-TECH-68,zig_technology,Intrusion Detection Systems (IDS)/Intrusion Prevention Systems (IPS),ZIG Technology Mapping,
ZIG-TECH-69,zig_technology,Inventory and Asset Management solutions,ZIG Technology Mapping,
ZIG-TECH-70,zig_technology,IT Asset Management (ITAM) Software,ZIG Technology Mapping,
ZIG-TECH-71,zig_technology,Just Enough Access (JEA),ZIG Technology Mapping,
ZIG-TECH-72,zig_technology,Just-in-Time (JIT) Access,ZIG Technology Mapping,
ZIG-TECH-73,zig_technology,Log Management solutions,ZIG Technology Mapping,
ZIG-TECH-74,zig_technology,Macro-Segmentation,ZIG Technology Mapping,
ZIG-TECH-75,zig_technology,Managed Detection and Response (MDR),ZIG Technology Mapping,
ZIG-TECH-76,zig_technology,Metadata Management solutions,ZIG Technology Mapping,
ZIG-TECH-77,zig_technology,Micro-Segmentation,ZIG Technology Mapping,
ZIG-TECH-78,zig_technology,Microservices APIs,ZIG Technology Mapping,
ZIG-TECH-79,zig_technology,Mobile Device Management (MDM),ZIG Technology Mapping,
ZIG-TECH-80,zig_technology,Monitoring and Analytics solutions,ZIG Technology Mapping,
ZIG-TECH-81,zig_technology,Monitoring and Auditing solutions,ZIG Technology Mapping,
ZIG-TECH-82,zig_technology,Multi-Factor Authentication (MFA),ZIG Technology Mapping,
ZIG-TECH-83,zig_technology,Network Access Control (NAC),ZIG Technology Mapping,
ZIG-TECH-84,zig_technology,Network Function Virtualization (NFV),ZIG Technology Mapping,
ZIG-TECH-85,zig_technology,Network Flow Data,ZIG Technology Mapping,
ZIG-TECH-86,zig_technology,Network Traffic Analysis (NTA),ZIG Technology Mapping,
ZIG-TECH-87,zig_technology,Network Virtualization,ZIG Technology Mapping,
ZIG-TECH-88,zig_technology,Next-Generation Antivirus (NextGen AV),ZIG Technology Mapping,
ZIG-TECH-89,zig_technology,Next-Generation Firewall (NGFW),ZIG Technology Mapping,
ZIG-TECH-90,zig_technology,Patch Management solutions,ZIG Technology Mapping,
ZIG-TECH-91,zig_technology,Platform as a Service (PaaS),ZIG Technology Mapping,
ZIG-TECH-92,zig_technology,Policy Decision Points (PDPs),ZIG Technology Mapping,
ZIG-TECH-93,zig_technology,Policy Enforcement Points (PEPs),ZIG Technology Mapping,
ZIG-TECH-94,zig_technology,Privileged Access Management (PAM),ZIG Technology Mapping,
ZIG-TECH-95,zig_technology,Public Key Infrastructure (PKI),ZIG Technology Mapping,
ZIG-TECH-96,zig_technology,Real-Time Monitoring,ZIG Technology Mapping,
ZIG-TECH-97,zig_technology,Role-Based Access Control (RBAC),ZIG Technology Mapping,
ZIG-TECH-98,zig_technology,Runtime Application Self-Protection (RASP),ZIG Technology Mapping,
ZIG-TECH-99,zig_technology,Security Information and Event Management (SIEM),ZIG Technology Mapping,
ZIG-TECH-100,zig_technology,"Security Orchestration, Automation, and Response (SOAR)",ZIG Technology Mapping,
ZIG-TECH-101,zig_technology,Single Sign-On (SSO) and Federation,ZIG Technology Mapping,
ZIG-TECH-102,zig_technology,Software Asset Management (SAM),ZIG Technology Mapping,
ZIG-TECH-103,zig_technology,Software Composition Analysis (SCA),ZIG Technology Mapping,
ZIG-TECH-104,zig_technology,Security Content Automation Protocol (SCAP),ZIG Technology Mapping,
ZIG-TECH-105,zig_technology,Software-Defined Networking (SDN),ZIG Technology Mapping,
ZIG-TECH-106,zig_technology,Source Code Management (SCM),ZIG Technology Mapping,
ZIG-TECH-107,zig_technology,Static Application Security Testing (SAST),ZIG Technology Mapping,
ZIG-TECH-108,zig_technology,Structured Threat Information eXpression (STIX) protocols,ZIG Technology Mapping,
ZIG-TECH-109,zig_technology,System Cross-Domain Identity Management (SCIM),ZIG Technology Mapping,
ZIG-TECH-110,zig_technology,Threat Intelligence Platform (TIP),ZIG Technology Mapping,
ZIG-TECH-111,zig_technology,Traffic Filtering and Inspection,ZIG Technology Mapping,
ZIG-TECH-112,zig_technology,Trusted Automated Exchange of Intelligence Information (TAXII),ZIG Technology Mapping,
ZIG-TECH-113,zig_technology,Trusted Execution Environment (TEE),ZIG Technology Mapping,
ZIG-TECH-114,zig_technology,User Activity Monitoring (UAM),ZIG Technology Mapping,
ZIG-TECH-115,zig_technology,User and Entity Behavior Analytics (UEBA),ZIG Technology Mapping,
ZIG-TECH-116,zig_technology,Virtual Extensible Local Area Network (VXLAN),ZIG Technology Mapping,
ZIG-TECH-117,zig_technology,Vulnerability Management solutions,ZIG Technology Mapping,
